,Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
222,BENG,BENG 140B ,"Silva, Gabriel",SP17,81,24,83.3,83.3,4.85,3.33,3.29
223,BENG,BENG 140B ,"Silva, Gabriel",SP18,40,18,70.6,70.6,5.32,3.56,3.37
224,BENG,BENG 140B ,"Vera, Carlos J",SP08,51,26,100.0,86.4,8.1,3.52,3.19
225,BENG,BENG 140B ,"Vera, Carlos J",SP09,41,34,90.9,75.8,6.44,3.3,3.24
226,BENG,BENG 140B ,"Wagner, Peter D.",SP08,51,29,100.0,96.6,7.26,3.52,3.19
227,BENG,BENG 140B ,"Watson, John Thomas",SP10,41,26,96.2,88.5,7.92,3.28,3.24
228,BENG,BENG 141 ,"Lal, Ratnesh",FA15,38,34,88.2,85.3,5.56,3.79,3.5
229,BENG,BENG 141 ,"Lal, Ratnesh",FA16,34,31,83.3,76.7,4.17,3.54,3.34
230,BENG,BENG 141 ,"Lal, Ratnesh",FA18,32,29,93.1,89.7,4.98,3.76,3.66
231,BENG,BENG 147A ,"Cabrales, Pedro",FA15,24,5,100.0,100.0,8.1,4.0,3.81
232,BENG,BENG 147A ,"Cauwenberghs, Gert",FA15,25,5,100.0,100.0,8.1,4.0,3.81
233,BENG,BENG 147B ,"Cabrales, Pedro",WI16,23,6,83.3,100.0,8.9,4.0,3.68
234,BENG,BENG 147B ,"Cauwenberghs, Gert",WI16,23,6,83.3,100.0,8.9,4.0,3.68
235,BENG,BENG 148B ,"Mc Culloch, Andrew Douglas",WI14,11,4,75.0,100.0,6.5,4.0,3.73
236,BENG,BENG 152 ,"Wheeler, Bruce Christopher",WI16,35,4,100.0,100.0,7.0,3.75,3.57
237,BENG,BENG 152 ,"Wheeler, Bruce Christopher",WI17,29,7,100.0,100.0,5.93,3.67,3.57
238,BENG,BENG 152 ,"Wheeler, Bruce Christopher",WI19,32,11,100.0,100.0,6.1,4.0,3.77
239,BENG,BENG 160 ,"Sung, Lanping Amy",SP08,43,28,100.0,75.0,6.21,3.43,3.67
240,BENG,BENG 160 ,"Sung, Lanping Amy",SP09,43,37,97.2,91.7,7.64,3.72,3.83
241,BENG,BENG 160 ,"Sung, Lanping Amy",SP10,35,20,73.7,73.7,8.83,3.5,3.7
242,BENG,BENG 160 ,"Sung, Lanping Amy",SP11,84,29,96.3,92.6,8.81,3.75,3.7
243,BENG,BENG 160 ,"Zhang, Kun",SP08,43,30,100.0,77.8,5.67,3.43,3.67
244,BENG,BENG 160 ,"Zhang, Kun",SP09,43,37,97.2,91.7,7.64,3.72,3.83
245,BENG,BENG 160 ,"Zhang, Kun",SP10,35,18,82.4,88.2,9.44,3.5,3.7
246,BENG,BENG 160 ,"Zhang, Kun",SP11,84,31,93.5,87.1,8.89,3.75,3.7
247,BENG,BENG 160 ,"Zhang, Kun",SP12,88,26,80.0,80.0,7.27,3.36,3.43
248,BENG,BENG 160 ,"Zhang, Kun",SP13,51,11,63.6,72.7,7.95,3.5,3.43
249,BENG,BENG 160 ,"Zhang, Kun",SP14,54,32,100.0,90.3,6.69,3.83,3.53
250,BENG,BENG 160 ,"Zhang, Kun",SP15,58,29,96.3,96.3,5.04,3.64,3.57
251,BENG,BENG 160 ,"Zhang, Kun",SP16,49,39,60.5,60.5,6.01,3.68,3.6
252,BENG,BENG 160 ,"Zhang, Kun",SP17,58,30,89.3,92.9,6.13,3.79,3.64
253,BENG,BENG 160 ,"Zhang, Kun",SP18,63,57,80.7,94.7,8.01,3.54,3.36
254,BENG,BENG 160 ,"Zhang, Kun",SP19,56,32,78.1,84.4,7.85,3.74,3.38
255,BENG,BENG 161A ,"Fraley, Stephanie I.",FA15,55,52,96.2,94.2,9.15,3.16,2.84
256,BENG,BENG 161A ,"Fraley, Stephanie I.",FA16,57,53,81.1,84.9,9.54,3.25,3.12
257,BENG,BENG 161A ,"Fraley, Stephanie I.",FA17,61,41,97.6,97.6,8.5,3.54,2.92
258,BENG,BENG 161A ,"Fraley, Stephanie I.",FA18,67,55,90.9,89.1,9.52,3.31,3.02
259,BENG,BENG 161A ,"Huang, Xiaohua",FA08,46,33,81.3,51.6,6.08,3.37,3.43
260,BENG,BENG 161A ,"Huang, Xiaohua",FA09,40,35,73.5,44.1,7.21,3.5,3.58
261,BENG,BENG 161A ,"Huang, Xiaohua",FA10,38,20,100.0,75.0,7.7,3.53,3.61
262,BENG,BENG 161A ,"Huang, Xiaohua",FA11,82,31,86.7,73.3,8.44,3.39,3.39
263,BENG,BENG 161A ,"Huang, Xiaohua",FA12,86,22,83.3,44.4,7.06,3.39,3.55
264,BENG,BENG 161A ,"Metallo, Christian Michael",FA13,48,17,58.8,70.6,8.13,3.13,3.2
265,BENG,BENG 161A ,"Metallo, Christian Michael",FA14,56,12,90.0,100.0,6.7,3.7,3.2
266,BENG,BENG 161A ,"Sah, Robert Lie-Yuan",FA07,65,59,67.3,68.5,7.64,3.35,3.3
267,BENG,BENG 161A ,"Sah, Robert Lie-Yuan",FA08,46,34,77.4,83.9,6.21,3.37,3.43
268,BENG,BENG 161B ,"Baker, Dale Allen",WI08,64,51,68.0,79.6,9.79,3.04,3.17
269,BENG,BENG 161B ,"Baker, Dale Allen",WI09,48,39,86.8,100.0,7.31,3.12,3.19
270,BENG,BENG 161B ,"Huang, Xiaohua",WI10,40,15,86.7,73.3,8.9,3.5,3.36
271,BENG,BENG 161B ,"Huang, Xiaohua",WI11,38,16,81.3,56.3,9.38,3.6,3.49
272,BENG,BENG 161B ,"Huang, Xiaohua",WI19,40,24,100.0,87.5,7.2,3.88,3.68
273,BENG,BENG 161B ,"Lewis, Nathan E",WI19,24,3,33.3,66.7,5.17,3.67,3.16
274,BENG,BENG 161B ,"Metallo, Christian Michael",WI12,81,30,60.0,73.3,8.83,3.3,3.29
275,BENG,BENG 161B ,"Metallo, Christian Michael",WI13,88,25,87.5,70.8,6.93,3.5,3.15
276,BENG,BENG 161B ,"Metallo, Christian Michael",WI15,56,15,86.7,93.3,7.7,3.47,3.34
277,BENG,BENG 161B ,"Metallo, Christian Michael",WI17,57,26,95.8,91.7,6.95,3.45,3.38
278,BENG,BENG 161B ,"Metallo, Christian Michael",WI18,47,15,86.7,93.3,7.57,3.33,3.4
279,BENG,BENG 161B ,"Sah, Robert Lie-Yuan",WI12,81,28,60.7,60.7,8.43,3.3,3.29
280,BENG,BENG 161B ,"Sah, Robert Lie-Yuan",WI13,88,24,87.0,87.0,7.05,3.5,3.15
281,BENG,BENG 161B ,"Sah, Robert Lie-Yuan",WI14,49,19,83.3,44.4,7.91,3.53,3.27
282,BENG,BENG 161B ,"Zhang, Kun",WI10,40,15,86.7,80.0,8.5,3.5,3.36
283,BENG,BENG 161B ,"Zhang, Kun",WI11,38,16,73.3,66.7,9.83,3.6,3.49
284,BENG,BENG 161B ,"Zhang, Kun",WI15,56,15,86.7,60.0,7.7,3.47,3.34
285,BENG,BENG 161B ,"Zhang, Kun",WI16,51,42,85.4,82.9,7.39,3.43,3.57
286,BENG,BENG 162 ,"Mali, Prashant Gulab Ram",FA15,58,26,81.0,95.2,6.9,3.6,3.53
287,BENG,BENG 162 ,"Mali, Prashant Gulab Ram",FA16,49,47,91.5,100.0,6.23,3.6,3.66
288,BENG,BENG 162 ,"Mali, Prashant Gulab Ram",FA17,59,44,100.0,100.0,6.08,3.77,3.75
289,BENG,BENG 162 ,"Mali, Prashant Gulab Ram",FA18,66,57,84.2,89.5,8.68,3.53,3.16
290,BENG,BENG 162 ,"Mercola, Mark",FA13,49,16,100.0,100.0,7.97,3.86,3.83
291,BENG,BENG 162 ,"Mercola, Mark",FA14,55,10,100.0,100.0,6.5,3.88,3.87
292,BENG,BENG 162 ,"Mercola, Mark",FA15,58,27,81.0,95.2,6.9,3.6,3.53
293,BENG,BENG 162 ,"Micou, Melissa Kurtis",FA08,45,37,89.2,86.5,6.61,3.41,3.38
294,BENG,BENG 162 ,"Micou, Melissa Kurtis",FA09,39,30,89.7,86.2,10.57,3.46,3.44
295,BENG,BENG 162 ,"Micou, Melissa Kurtis",FA10,35,19,84.2,89.5,10.61,3.32,3.35
296,BENG,BENG 162 ,"Micou, Melissa Kurtis",FA11,79,28,92.9,96.4,7.79,3.61,3.51
297,BENG,BENG 162 ,"Micou, Melissa Kurtis",FA12,87,20,93.8,93.8,7.13,3.38,3.6
298,BENG,BENG 162 ,"Varghese, Shyni",FA13,49,17,100.0,82.4,7.5,3.8,3.83
299,BENG,BENG 162 ,"Vera, Carlos J",FA07,63,29,96.4,81.5,8.09,3.93,3.8
300,BENG,BENG 162 ,"Wang, Yingxiao",FA14,52,10,100.0,87.5,6.5,3.88,3.87
301,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA07,69,55,94.3,96.2,6.75,3.42,3.17
302,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA08,52,36,97.1,90.9,5.17,3.28,3.26
303,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA09,49,32,100.0,93.5,5.81,3.47,3.17
304,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA10,56,27,96.3,92.6,8.57,3.22,3.4
305,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA11,103,33,93.9,90.9,8.74,3.59,3.15
306,BENG,BENG 166A ,"Micou, Melissa Kurtis",FA12,99,21,100.0,88.2,6.15,3.25,3.52
307,BENG,BENG 166A ,"Sah, Robert Lie-Yuan",FA17,64,39,36.1,41.7,8.23,3.69,3.46
308,BENG,BENG 166A ,"Sah, Robert Lie-Yuan",FA18,71,42,14.6,20.0,9.85,3.22,3.4
309,BENG,BENG 166A ,"Varghese, Shyni",FA13,60,20,90.0,75.0,5.9,3.74,3.55
310,BENG,BENG 166A ,"Varghese, Shyni",FA14,72,21,64.7,17.6,6.85,3.24,3.36
311,BENG,BENG 166A ,"Varghese, Shyni",FA15,57,53,96.2,98.1,5.56,3.72,3.22
312,BENG,BENG 166A ,"Varghese, Shyni",FA16,52,49,79.6,40.8,5.56,3.45,3.32
313,BENG,BENG 168 ,"Huang, Xiaohua",SP14,63,24,87.0,82.6,7.68,3.5,3.54
314,BENG,BENG 168 ,"Metallo, Christian Michael",SP12,88,21,85.0,65.0,5.17,3.22,3.42
315,BENG,BENG 168 ,"Sah, Robert Lie-Yuan",SP12,88,20,80.0,85.0,5.6,3.22,3.42
316,BENG,BENG 168 ,"Sung, Lanping Amy",SP08,38,23,100.0,78.3,4.41,3.24,3.2
317,BENG,BENG 168 ,"Sung, Lanping Amy",SP09,38,21,90.0,95.0,6.21,3.42,3.35
318,BENG,BENG 168 ,"Sung, Lanping Amy",SP10,48,22,76.2,66.7,10.4,3.17,3.3
319,BENG,BENG 168 ,"Sung, Lanping Amy",SP11,83,29,86.2,75.9,5.6,3.44,3.34
320,BENG,BENG 168 ,"Wang, Yingxiao",SP13,63,8,87.5,87.5,6.75,3.71,3.32
321,BENG,BENG 168 ,"Wang, Yingxiao",SP14,62,21,81.0,81.0,8.1,3.5,3.54
322,BENG,BENG 168 ,"Wang, Yingxiao",SP15,60,18,94.4,94.4,6.15,3.38,3.61
323,BENG,BENG 168 ,"Wang, Yingxiao",WI16,54,21,90.5,76.2,6.8,3.52,3.69
324,BENG,BENG 168 ,"Wang, Yingxiao",WI17,72,16,100.0,93.3,7.03,3.8,3.59
325,BENG,BENG 168 ,"Wang, Yingxiao",WI18,72,20,100.0,100.0,7.2,3.65,3.71
326,BENG,BENG 168 ,"Wang, Yingxiao",WI19,75,20,95.0,100.0,6.61,3.63,3.74
327,BENG,BENG 168 ,"Zhong, Sheng",SP13,63,8,87.5,87.5,6.75,3.71,3.32
328,BENG,BENG 169A ,"Wheeler, Bruce Christopher",FA17,26,6,100.0,100.0,5.3,3.75,3.95
329,BENG,BENG 169B ,"Wheeler, Bruce Christopher",WI18,27,5,100.0,100.0,7.7,4.0,4.0
330,BENG,BENG 172 ,"Cabrales, Pedro",SP11,117,56,91.1,96.4,11.79,3.41,3.38
331,BENG,BENG 172 ,"Cabrales, Pedro",SP12,83,32,86.7,83.3,11.25,3.29,3.33
332,BENG,BENG 172 ,"Cabrales, Pedro",SP13,70,27,100.0,100.0,10.5,3.36,3.37
333,BENG,BENG 172 ,"Cabrales, Pedro",SP14,54,15,100.0,100.0,10.5,3.67,3.36
334,BENG,BENG 172 ,"Cabrales, Pedro",SP15,55,16,81.3,100.0,11.79,3.67,3.31
335,BENG,BENG 172 ,"Cabrales, Pedro",SP16,39,20,100.0,94.4,10.17,3.53,3.44
336,BENG,BENG 172 ,"Cabrales, Pedro",SP17,38,20,94.4,94.4,8.03,3.59,3.57
337,BENG,BENG 172 ,"Cabrales, Pedro",SP18,45,12,83.3,100.0,10.0,3.55,3.56
338,BENG,BENG 172 ,"Cabrales, Pedro",SP19,51,17,92.9,100.0,10.13,3.67,3.41
339,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP08,89,42,97.5,100.0,9.36,3.73,3.36
340,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP09,98,33,96.8,100.0,8.56,3.89,3.28
341,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP10,119,59,98.3,98.2,11.03,3.48,3.36
342,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP11,117,57,93.0,96.5,11.5,3.41,3.38
343,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP12,83,31,86.7,93.3,11.6,3.29,3.33
344,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP13,70,28,96.4,100.0,10.36,3.36,3.37
345,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP15,55,16,86.7,100.0,11.73,3.64,3.31
346,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP16,39,20,100.0,94.4,10.17,3.53,3.44
347,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP17,38,20,94.4,100.0,8.03,3.59,3.57
348,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP18,45,12,83.3,100.0,10.0,3.55,3.56
349,BENG,BENG 172 ,"Omens, Jeffrey Howard",SP19,51,17,92.9,100.0,10.13,3.67,3.41
350,BENG,BENG 179A ,"Wheeler, Bruce Christopher",FA18,58,7,66.7,66.7,8.21,4.0,3.93
351,BENG,BENG 179B ,"Wheeler, Bruce Christopher",WI19,59,3,50.0,100.0,9.5,3.5,3.87
352,BENG,BENG 181 ,"Pevzner, Pavel Arkadjevich",WI16,32,11,80.0,80.0,18.9,3.4,3.06
353,BENG,BENG 181 ,"Pevzner, Pavel Arkadjevich",WI17,46,39,82.1,82.1,16.82,3.03,3.28
354,BENG,BENG 181 ,"Pevzner, Pavel Arkadjevich",WI18,39,19,70.6,70.6,17.61,2.89,3.3
355,BENG,BENG 181 ,"Pevzner, Pavel Arkadjevich",WI19,26,8,100.0,85.7,19.07,3.86,3.21
356,BENG,BENG 182 ,"Bafna, Vineet",FA14,20,16,85.7,78.6,7.79,3.54,3.14
357,BENG,BENG 182 ,"Bafna, Vineet",SP16,46,19,86.7,80.0,10.9,3.13,2.98
358,BENG,BENG 182 ,"Bafna, Vineet",SP17,42,17,88.2,88.2,8.23,3.25,2.95
359,BENG,BENG 182 ,"Bafna, Vineet",SP18,20,6,83.3,100.0,8.5,2.83,3.25
360,BENG,BENG 182 ,"Bafna, Vineet",SP19,26,7,71.4,85.7,7.36,3.14,3.24
361,BENG,BENG 183 ,"Ideker, Trey",FA11,21,13,100.0,100.0,6.96,3.25,3.53
362,BENG,BENG 183 ,"Ideker, Trey",FA12,21,12,90.9,90.9,6.68,3.55,3.44
363,BENG,BENG 183 ,"Zhong, Sheng",FA13,36,10,62.5,50.0,3.5,3.75,3.86
364,BENG,BENG 183 ,"Zhong, Sheng",FA14,35,34,75.0,78.1,3.85,3.41,3.75
365,BENG,BENG 183 ,"Zhong, Sheng",FA15,57,57,84.2,87.7,4.43,3.42,3.75
366,BENG,BENG 183 ,"Zhong, Sheng",FA16,68,48,81.3,89.6,4.2,3.5,3.5
367,BENG,BENG 183 ,"Zhong, Sheng",FA17,83,70,72.9,77.1,3.9,3.43,3.75
368,BENG,BENG 183 ,"Zhong, Sheng",FA18,73,28,69.2,76.0,3.02,3.59,3.54
369,BENG,BENG 186A ,"Christman, Karen",SP08,142,85,91.3,97.5,4.62,3.6,2.89
370,BENG,BENG 186A ,"Christman, Karen",SP09,143,64,93.4,90.2,5.23,3.56,2.89
371,BENG,BENG 186A ,"Christman, Karen",SP10,148,60,76.7,78.0,5.99,3.29,2.86
372,BENG,BENG 186A ,"Christman, Karen",SP11,136,106,89.5,89.4,7.74,3.25,2.91
373,BENG,BENG 186A ,"Christman, Karen",SP12,176,121,86.6,86.6,7.57,3.21,2.89
374,BENG,BENG 186A ,"Christman, Karen",SP13,160,126,88.9,73.0,6.31,3.35,2.99
375,BENG,BENG 186A ,"Christman, Karen",SP14,83,31,86.7,93.3,6.1,3.52,3.07
376,BENG,BENG 186A ,"Christman, Karen",SP15,106,23,69.6,69.6,6.77,3.61,2.97
377,BENG,BENG 186A ,"Christman, Karen",SP16,160,107,84.0,86.8,6.4,3.17,2.99
378,BENG,BENG 186A ,"Christman, Karen",SP17,114,83,84.1,90.2,6.23,3.39,3.04
379,BENG,BENG 186A ,"Dequach, Jessica A",SP17,114,84,85.5,85.5,6.25,3.37,3.04
380,BENG,BENG 186A ,"Dequach, Jessica A",SP18,105,78,63.2,64.5,6.03,3.23,3.18
381,BENG,BENG 186A ,"Kwon, Ester Jihae",SP19,101,71,82.6,92.8,6.38,3.49,3.26
382,BENG,BENG 186B ,"Alvarez-Cabanillas, Miguel",WI18,20,10,100.0,87.5,10.75,3.0,3.38
383,BENG,BENG 186B ,"Cauwenberghs, Gert",WI10,124,46,95.7,56.5,9.5,3.26,3.11
384,BENG,BENG 186B ,"Cauwenberghs, Gert",WI11,129,69,83.8,69.1,9.4,3.09,3.16
385,BENG,BENG 186B ,"Cauwenberghs, Gert",WI12,83,38,84.2,73.0,11.39,3.16,3.24
386,BENG,BENG 186B ,"Cauwenberghs, Gert",WI13,84,40,48.7,46.2,14.55,3.22,3.27
387,BENG,BENG 186B ,"Cauwenberghs, Gert",WI14,57,22,90.9,81.8,11.26,3.4,3.55
388,BENG,BENG 186B ,"Cauwenberghs, Gert",WI15,56,21,95.2,90.5,9.2,3.25,3.52
389,BENG,BENG 186B ,"Cauwenberghs, Gert",WI17,71,22,81.0,76.2,8.31,3.15,3.32
390,BENG,BENG 186B ,"Cauwenberghs, Gert",WI18,40,12,81.8,90.9,9.0,3.17,3.39
391,BENG,BENG 186B ,"Cauwenberghs, Gert",WI19,69,16,93.8,80.0,9.0,3.38,3.33
392,BENG,BENG 186B ,"Chen, Peter Chung-Yick",WI08,104,82,86.8,93.5,7.97,3.57,3.2
393,BENG,BENG 186B ,"Omens, Jeffrey Howard",WI08,104,62,91.8,93.4,7.92,3.57,3.2
394,BENG,BENG 186B ,"Omens, Jeffrey Howard",WI09,88,54,100.0,100.0,7.63,3.43,3.21
395,BENG,BENG 186B ,"Omens, Jeffrey Howard",WI10,124,48,97.9,100.0,9.29,3.26,3.11
396,BENG,BENG 186B ,"Omens, Jeffrey Howard",WI16,72,30,100.0,92.9,7.69,3.62,3.43
397,BENG,BENG 187A ,"Cabrales, Pedro",SP14,102,26,100.0,95.8,1.25,4.0,3.92
398,BENG,BENG 187A ,"Omens, Jeffrey Howard",SP08,82,54,96.0,98.0,0.5,3.94,3.83
399,BENG,BENG 187A ,"Watson, John Thomas",SP09,65,41,92.1,86.8,1.2,4.0,3.79
400,BENG,BENG 187A ,"Watson, John Thomas",SP10,73,39,84.2,86.8,1.74,3.9,3.71
401,BENG,BENG 187A ,"Watson, John Thomas",SP11,138,56,96.4,96.4,1.85,3.89,3.7
402,BENG,BENG 187A ,"Watson, John Thomas",SP12,130,34,94.1,88.2,0.91,3.96,4.0
403,BENG,BENG 187A ,"Watson, John Thomas",SP13,78,20,100.0,95.0,1.7,4.0,3.91
404,BENG,BENG 187B ,"Cabrales, Pedro",FA13,77,21,81.0,95.2,6.88,3.94,3.91
405,BENG,BENG 187B ,"Cabrales, Pedro",FA14,101,18,87.5,93.8,5.63,3.94,3.92
406,BENG,BENG 187B ,"Micou, Melissa Kurtis",FA08,80,53,84.6,75.0,6.5,3.67,3.62
407,BENG,BENG 187B ,"Micou, Melissa Kurtis",FA09,65,45,95.5,90.7,5.34,3.47,3.46
408,BENG,BENG 187B ,"Micou, Melissa Kurtis",FA10,74,34,82.4,97.0,9.15,3.62,3.71
409,BENG,BENG 187B ,"Micou, Melissa Kurtis",FA11,133,42,92.9,83.3,7.98,3.65,3.88
410,BENG,BENG 187B ,"Micou, Melissa Kurtis",FA12,128,24,100.0,100.0,7.1,3.89,3.89
411,BENG,BENG 187B ,"Omens, Jeffrey Howard",FA07,81,45,77.5,86.0,5.43,3.74,3.56
412,BENG,BENG 187B ,"Wheeler, Bruce Christopher",FA17,129,32,86.2,100.0,6.43,3.9,3.88
413,BENG,BENG 187C ,"Cabrales, Pedro",WI14,77,23,87.0,100.0,5.93,3.94,3.91
414,BENG,BENG 187C ,"Cabrales, Pedro",WI15,101,18,88.9,94.4,6.15,4.0,3.92
415,BENG,BENG 187C ,"Intaglietta, Marcos",WI13,127,34,85.3,70.6,4.7,3.92,3.89
416,BENG,BENG 187C ,"Micou, Melissa Kurtis",WI08,80,68,68.7,62.7,4.01,3.72,3.61
417,BENG,BENG 187C ,"Micou, Melissa Kurtis",WI09,80,51,80.0,84.0,6.07,3.62,3.57
418,BENG,BENG 187C ,"Micou, Melissa Kurtis",WI10,65,25,64.0,76.0,5.22,3.61,3.46
419,BENG,BENG 187C ,"Micou, Melissa Kurtis",WI11,74,33,90.6,96.9,8.38,3.68,3.71
420,BENG,BENG 187C ,"Micou, Melissa Kurtis",WI12,133,48,87.2,95.7,6.71,3.76,3.88
421,BENG,BENG 187C ,"Watson, John Thomas",WI13,127,34,82.4,85.3,4.91,3.92,3.89
422,BENG,BENG 187D ,"Cabrales, Pedro",SP14,77,28,88.9,92.6,3.46,4.0,3.91
423,BENG,BENG 187D ,"Cabrales, Pedro",SP15,101,17,100.0,100.0,4.5,3.94,3.92
424,BENG,BENG 187D ,"Cabrales, Pedro",SP16,114,29,92.9,96.4,7.62,3.79,4.0
425,BENG,BENG 187D ,"Watson, John Thomas",SP09,79,44,88.4,97.7,2.59,3.95,3.77
426,BENG,BENG 187D ,"Watson, John Thomas",SP10,65,27,92.3,96.2,1.7,3.88,3.46
427,BENG,BENG 187D ,"Watson, John Thomas",SP11,74,28,88.9,92.6,3.02,3.92,3.71
428,BENG,BENG 187D ,"Watson, John Thomas",SP12,133,57,96.4,96.4,3.43,3.83,3.88
429,BENG,BENG 187D ,"Watson, John Thomas",SP13,127,37,100.0,86.5,3.01,3.97,3.89
430,BENG,BENG 187D ,"Wheeler, Bruce Christopher",SP17,122,28,88.9,92.6,6.59,4.0,3.85
431,BENG,BENG 187D ,"Wheeler, Bruce Christopher",SP18,129,37,89.3,97.93333333333334,5.4433333333333325,3.96,3.9
432,BENG,BENG 187D ,"Wheeler, Bruce Christopher",SP19,108,21,94.45,100.0,4.035,3.955,3.61
433,BENG,BENG 189 ,"Gough, David A.",SP17,32,4,50.0,25.0,5.5,3.75,3.69
434,BENG,BENG 189 ,"Gough, David A.",SP18,31,8,37.5,25.0,4.5,3.38,3.72
435,BENG,BENG 189 ,"Silva, Gabriel",SP17,31,4,50.0,100.0,5.5,3.75,3.69
436,BENG,BENG 189 ,"Silva, Gabriel",SP18,31,8,37.5,75.0,4.5,3.38,3.72
437,BENG,BENG 191 ,"Watson, John Thomas",WI08,24,16,93.8,93.8,1.5,4.0,3.78
438,BENG,BENG 191 ,"Watson, John Thomas",WI11,32,19,94.4,100.0,1.87,4.0,3.97
439,BENG,BENG 191 ,"Watson, John Thomas",WI12,37,10,88.9,77.8,3.61,4.0,3.68
440,BENG,BENG 193 ,"Engler, Adam J.",FA17,20,4,100.0,100.0,4.5,4.0,3.91
441,BENG,BENG 193 ,"Engler, Adam J.",FA18,26,9,100.0,100.0,7.39,4.0,3.88
442,BENG,BENG 2 ,"Hasty, Jeff M",WI14,28,12,90.9,63.6,3.95,3.64,3.56
443,BENG,BENG 2 ,"Hasty, Jeff M",WI15,29,10,100.0,70.0,3.83,3.8,3.45
444,BENG,BENG 2 ,"Wheeler, Bruce Christopher",FA15,30,13,70.0,80.0,5.3,3.45,3.55
445,BENG,BENG 2 ,"Wheeler, Bruce Christopher",FA16,33,22,94.7,94.7,7.66,3.79,3.3
446,BENG,BENG 2 ,"Wheeler, Bruce Christopher",FA17,25,13,84.6,92.3,7.27,3.5,3.35
