,Unnamed: 0,Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,Major
599,2520,ECE,ECE 191 ,"Tu, Charles",SP11,28,15,86.7,86.7,11.93,3.87,3.68,sip
600,2521,ECE,ECE 191 ,"Tu, Charles",SP12,48,14,92.9,100.0,12.5,3.77,3.69,sip
601,2522,ECE,ECE 191 ,"Tu, Charles",SP15,46,10,100.0,88.9,12.28,3.75,3.49,sip
602,2523,ECE,ECE 191 ,"Tu, Charles",SP17,66,12,58.3,75.0,9.5,3.42,3.69,sip
603,2524,ECE,ECE 191 ,"Tu, Charles",WI14,55,11,100.0,100.0,9.17,3.9,3.67,sip
604,2525,ECE,ECE 191 ,"Tu, Charles",WI15,62,16,100.0,93.8,10.63,3.88,3.63,sip
605,2526,ECE,ECE 191 ,"Zhang, Xinyu",WI19,22,4,100.0,100.0,9.83,3.67,3.3,sip
606,2527,ECE,ECE 25 ,"Cruz, Rene L",WI09,63,38,97.4,84.2,5.82,3.4,3.23,ecs
607,2528,ECE,ECE 25 ,"Dey, Sujit",WI11,80,37,94.4,66.7,6.44,3.24,2.87,ecs
608,2529,ECE,ECE 25 ,"Dey, Sujit",WI12,109,47,97.9,89.4,7.1,3.37,3.13,ecs
609,2530,ECE,ECE 25 ,"Dey, Sujit",WI13,197,82,96.3,84.0,6.62,3.39,2.91,ecs
610,2531,ECE,ECE 25 ,"Dey, Sujit",WI14,186,86,96.3,81.7,6.04,3.21,2.49,ecs
611,2532,ECE,ECE 25 ,"Dey, Sujit",WI16,137,71,92.3,81.5,6.88,3.34,2.88,ecs
612,2533,ECE,ECE 25 ,"Dey, Sujit",WI17,100,48,97.6,90.2,6.99,3.63,2.8,ecs
613,2534,ECE,ECE 25 ,"Dey, Sujit",WI18,134,75,94.3,90.0,7.3,3.24,2.97,ecs
614,2535,ECE,ECE 25 ,"Dey, Sujit",WI19,134,67,93.8,92.3,5.95,3.38,3.05,ecs
615,2536,ECE,ECE 25 ,"Guest, Clark C",SP09,36,26,92.0,92.0,4.81,3.36,2.37,ecs
616,2537,ECE,ECE 25 ,"Guest, Clark C",WI10,83,35,85.7,71.4,5.93,3.43,3.08,ecs
617,2538,ECE,ECE 25 ,"LIU, ZHAOWEI",SP10,25,12,91.7,58.3,3.67,3.42,3.32,ecs
618,2539,ECE,ECE 25 ,"Lin, Bill",FA07,62,49,91.7,89.4,5.0,3.53,3.11,ecs
619,2540,ECE,ECE 25 ,"Lin, Bill",FA08,46,27,100.0,100.0,3.94,3.56,2.92,ecs
620,2541,ECE,ECE 25 ,"Lin, Bill",FA09,52,47,97.9,100.0,3.8,3.54,3.1,ecs
621,2542,ECE,ECE 25 ,"Lin, Bill",FA10,78,35,94.3,97.1,7.5,3.48,3.14,ecs
622,2543,ECE,ECE 25 ,"Lin, Bill",FA12,152,60,94.3,96.2,7.13,3.44,2.65,ecs
623,2544,ECE,ECE 25 ,"Lin, Bill",FA14,178,74,91.4,94.3,5.86,3.48,2.93,ecs
624,2545,ECE,ECE 25 ,"Lin, Bill",FA16,72,28,80.8,88.5,4.81,3.5,2.85,ecs
625,2546,ECE,ECE 25 ,"Lin, Bill",SP08,30,16,100.0,93.8,3.7,3.57,3.1,ecs
626,2547,ECE,ECE 25 ,"Lin, Bill",SP12,79,44,93.0,93.0,5.59,3.59,3.11,ecs
627,2548,ECE,ECE 25 ,"Lin, Bill",WI14,178,80,97.5,98.8,5.42,3.54,2.72,ecs
628,2549,ECE,ECE 25 ,"Liu, Zhaowei",FA11,123,50,91.7,56.3,7.79,3.2,3.1,ecs
629,2550,ECE,ECE 25 ,"Liu, Zhaowei",FA15,62,30,89.7,82.8,6.57,3.36,3.38,ecs
630,2551,ECE,ECE 25 ,"Liu, Zhaowei",SP11,47,19,89.5,73.7,5.97,3.39,3.23,ecs
631,2552,ECE,ECE 25 ,"Liu, Zhaowei",SP13,105,37,94.6,83.8,5.13,3.46,3.15,ecs
632,2553,ECE,ECE 25 ,"Liu, Zhaowei",SP14,122,52,88.0,76.0,5.81,3.36,3.07,ecs
633,2554,ECE,ECE 25 ,"Liu, Zhaowei",SP16,29,11,81.8,81.8,6.68,3.3,3.24,ecs
634,2555,ECE,ECE 25 ,"Liu, Zhaowei",SP17,38,15,100.0,76.9,6.04,3.17,3.04,ecs
635,2556,ECE,ECE 25 ,"Liu, Zhaowei",SP18,56,18,94.1,93.8,6.15,2.94,2.87,ecs
636,2557,ECE,ECE 25 ,"Liu, Zhaowei",SP19,81,38,87.5,74.2,6.63,3.03,2.91,ecs
637,2558,ECE,ECE 25 ,"Quest, Kevin B",FA13,200,73,97.2,94.4,7.4,3.26,2.68,ecs
638,2559,ECE,ECE 25 ,"Quest, Kevin B",FA18,100,41,94.7,94.7,6.08,3.26,2.81,ecs
639,2560,ECE,ECE 25 ,"Quest, Kevin B",SP15,45,17,100.0,84.6,5.73,3.38,2.45,ecs
640,2561,ECE,ECE 25 ,"Quest, Kevin B",WI08,42,32,96.7,93.5,4.5,3.26,2.74,ecs
641,2562,ECE,ECE 25 ,"Vasconcelos, Manuela",FA17,67,50,85.7,63.3,6.91,3.38,3.18,ecs
642,2563,ECE,ECE 25 ,"Vasconcelos, Manuela",WI15,165,90,94.2,54.7,5.99,3.45,2.85,ecs
643,2564,ECE,ECE 30 ,"Das, Pankaj K",FA08,61,52,72.5,79.6,5.3,3.25,2.96,ecs
644,2565,ECE,ECE 30 ,"Eldon, John",SP17,99,33,79.3,82.8,8.22,3.04,3.0,ecs
645,2566,ECE,ECE 30 ,"Eldon, John",WI18,70,25,59.1,90.5,5.98,3.14,3.22,ecs
646,2567,ECE,ECE 30 ,"Guest, Clark C",FA08,61,52,72.5,79.6,5.3,3.25,2.96,ecs
647,2568,ECE,ECE 30 ,"Guest, Clark C",FA09,30,17,88.2,94.1,4.26,3.31,2.75,ecs
648,2569,ECE,ECE 30 ,"Guest, Clark C",FA10,56,25,62.5,87.5,5.33,3.48,2.85,ecs
649,2570,ECE,ECE 30 ,"Guest, Clark C",FA11,69,36,57.1,65.7,7.87,3.26,2.42,ecs
650,2571,ECE,ECE 30 ,"Guest, Clark C",FA12,93,27,87.0,69.6,9.2,3.57,2.39,ecs
651,2572,ECE,ECE 30 ,"Guest, Clark C",FA13,88,31,84.6,69.2,6.42,3.27,2.42,ecs
652,2573,ECE,ECE 30 ,"Lanckriet, Gert",SP08,76,59,72.4,70.7,4.64,3.34,2.33,ecs
653,2574,ECE,ECE 30 ,"Lanckriet, Gert",SP09,69,53,75.5,86.8,5.72,3.31,2.44,ecs
654,2575,ECE,ECE 30 ,"Lanckriet, Gert",SP10,85,37,70.3,89.2,6.23,3.29,2.28,ecs
655,2576,ECE,ECE 30 ,"Lanckriet, Gert",SP11,73,37,78.4,89.2,11.96,3.25,2.72,ecs
656,2577,ECE,ECE 30 ,"Lanckriet, Gert",SP12,134,57,87.5,100.0,12.36,3.25,2.77,ecs
657,2578,ECE,ECE 30 ,"Lanckriet, Gert",SP13,124,40,92.3,97.4,11.32,3.51,2.86,ecs
658,2579,ECE,ECE 30 ,"Lanckriet, Gert",SP14,174,65,93.4,95.1,10.93,3.2,2.7,ecs
659,2580,ECE,ECE 30 ,"Lanckriet, Gert",SP15,292,76,83.3,91.65,11.215,3.32,3.03,ecs
660,2581,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP16,147,79,80.3,82.9,8.07,3.19,3.05,ecs
661,2582,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP18,142,102,82.7,91.8,8.42,3.31,3.15,ecs
662,2583,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP19,159,83,64.6,72.5,7.29,2.76,2.58,ecs
663,2584,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",WI16,59,18,82.4,94.1,7.75,3.47,2.56,ecs
664,2585,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",WI17,54,26,69.6,78.3,6.41,3.27,2.94,ecs
665,2586,ECE,ECE 30 ,"Yun, Kenneth Yi",FA07,57,40,55.0,75.0,6.75,2.97,2.61,ecs
666,2587,ECE,ECE 30 ,"Yun, Kenneth Yi",WI19,54,20,61.1,77.8,5.06,3.44,2.91,ecs
667,2588,ECE,ECE 35 ,"Ford, Joseph Earl",FA16,191,90,81.0,89.3,8.48,2.88,2.56,ecs
668,2589,ECE,ECE 35 ,"Ford, Joseph Earl",SP19,119,47,89.7,94.9,9.22,3.13,2.35,ecs
669,2590,ECE,ECE 35 ,"Ford, Joseph Earl",WI08,56,27,81.5,88.5,6.72,3.12,2.48,ecs
670,2591,ECE,ECE 35 ,"Ford, Joseph Earl",WI09,56,21,90.5,95.2,5.55,3.25,2.35,ecs
671,2592,ECE,ECE 35 ,"Ford, Joseph Earl",WI10,90,40,92.3,94.7,8.35,3.23,2.36,ecs
672,2593,ECE,ECE 35 ,"Ford, Joseph Earl",WI11,77,27,88.9,96.3,10.2,3.4,2.46,ecs
673,2594,ECE,ECE 35 ,"Ford, Joseph Earl",WI13,57,22,90.9,68.2,8.5,3.09,2.65,ecs
674,2595,ECE,ECE 35 ,"Ford, Joseph Earl",WI16,113,41,84.2,78.9,7.97,2.95,2.7,ecs
675,2596,ECE,ECE 35 ,"Ford, Joseph Earl",WI18,109,51,87.8,93.9,8.42,3.19,2.62,ecs
676,2597,ECE,ECE 35 ,"Galton, Ian A",FA13,269,120,77.7,35.7,10.54,2.61,2.36,ecs
677,2598,ECE,ECE 35 ,"Galton, Ian A",FA14,182,68,74.2,41.9,10.21,2.72,2.09,ecs
678,2599,ECE,ECE 35 ,"Papen, George C.",SP08,47,29,92.9,96.4,5.6,3.04,2.1,ecs
679,2600,ECE,ECE 35 ,"Radic, Stojan",FA07,93,57,78.2,65.5,9.45,2.85,2.7,ecs
680,2601,ECE,ECE 35 ,"Radic, Stojan",FA08,55,26,76.0,60.0,8.27,2.84,2.19,ecs
681,2602,ECE,ECE 35 ,"Radic, Stojan",FA09,62,38,86.8,76.3,6.45,3.06,2.66,ecs
682,2603,ECE,ECE 35 ,"Radic, Stojan",FA10,87,41,73.2,65.0,9.9,2.48,2.75,ecs
683,2604,ECE,ECE 35 ,"Radic, Stojan",FA11,121,44,75.0,48.8,10.0,2.67,2.49,ecs
684,2605,ECE,ECE 35 ,"Radic, Stojan",FA12,144,60,87.3,69.1,9.69,2.89,2.63,ecs
685,2606,ECE,ECE 35 ,"Radic, Stojan",SP16,114,46,76.2,66.7,7.72,2.64,2.1,ecs
686,2607,ECE,ECE 35 ,"Radic, Stojan",SP18,77,32,75.0,71.4,8.57,2.71,2.62,ecs
687,2608,ECE,ECE 35 ,"Radic, Stojan",WI14,189,58,96.2,88.7,8.31,2.87,2.18,ecs
688,2609,ECE,ECE 35 ,"Radic, Stojan",WI15,275,97,84.8,84.8,8.37,2.7,1.47,ecs
689,2610,ECE,ECE 35 ,"Radic, Stojan",WI17,134,50,78.3,63.0,7.5,2.93,2.11,ecs
690,2611,ECE,ECE 35 ,"Schurgers, Curt",FA17,229,151,90.05,95.85,9.88,3.16,2.59,ecs
691,2612,ECE,ECE 35 ,"Schurgers, Curt",FA18,146,110,89.9,94.4,10.59,2.86,2.57,ecs
692,2613,ECE,ECE 35 ,"Schurgers, Curt",WI19,127,81,85.9,97.4,9.47,3.08,2.45,ecs
693,2614,ECE,ECE 35 ,"Taur, Yuan",FA15,184,66,88.3,88.3,8.0,2.93,2.32,ecs
694,2615,ECE,ECE 35 ,"Taur, Yuan",FA18,122,43,84.6,71.1,7.9,2.9,2.43,ecs
695,2616,ECE,ECE 35 ,"Taur, Yuan",SP15,210,79,84.7,81.9,7.14,3.0,2.41,ecs
696,2617,ECE,ECE 35 ,"Taur, Yuan",SP17,198,63,88.3,91.7,8.08,3.14,2.44,ecs
697,2618,ECE,ECE 35 ,"Taur, Yuan",WI12,192,81,89.9,91.1,7.23,3.19,2.63,ecs
698,2619,ECE,ECE 35 ,"Taur, Yuan",WI13,127,47,86.7,77.8,6.31,3.12,2.53,ecs
699,2620,ECE,ECE 35 ,"Xiang, Jie",FA15,100,51,93.6,93.6,10.28,2.87,2.46,ecs
700,2621,ECE,ECE 35 ,"Xiang, Jie",SP09,82,29,71.4,64.3,7.33,3.07,2.24,ecs
701,2622,ECE,ECE 35 ,"Xiang, Jie",SP10,68,24,79.2,20.8,8.5,2.7,2.44,ecs
702,2623,ECE,ECE 35 ,"Xiang, Jie",SP11,69,32,90.6,61.3,9.69,3.1,2.54,ecs
703,2624,ECE,ECE 35 ,"Xiang, Jie",SP12,100,81,90.1,66.3,9.44,3.04,2.65,ecs
704,2625,ECE,ECE 35 ,"Xiang, Jie",SP13,146,57,91.2,78.9,8.5,2.92,2.63,ecs
705,2626,ECE,ECE 35 ,"Xiang, Jie",SP14,342,102,88.3,88.3,10.04,3.17,2.6,ecs
706,2627,ECE,ECE 35 ,"Xiang, Jie",SP15,171,59,92.9,96.4,10.39,2.89,2.57,ecs
707,2628,ECE,ECE 45 ,"Alcantara, Eldridge Escubido",S316,23,22,100.0,100.0,7.59,3.18,2.32,ecs
708,2629,ECE,ECE 45 ,"Franceschetti, Massimo",FA07,53,39,100.0,100.0,5.58,3.59,3.49,ecs
709,2630,ECE,ECE 45 ,"Franceschetti, Massimo",FA08,38,27,100.0,100.0,4.43,3.31,3.41,ecs
710,2631,ECE,ECE 45 ,"Franceschetti, Massimo",FA09,46,30,100.0,100.0,4.77,3.14,2.83,ecs
711,2632,ECE,ECE 45 ,"Franceschetti, Massimo",FA11,54,32,93.8,90.6,8.06,3.45,2.78,ecs
712,2633,ECE,ECE 45 ,"Franceschetti, Massimo",SP13,119,39,84.6,76.9,7.03,2.86,2.93,ecs
713,2634,ECE,ECE 45 ,"Franceschetti, Massimo",SP14,127,57,92.7,69.1,8.98,2.83,2.54,ecs
714,2635,ECE,ECE 45 ,"Franceschetti, Massimo",SP15,112,42,81.6,71.1,7.15,3.06,2.87,ecs
715,2636,ECE,ECE 45 ,"Franceschetti, Massimo",SP16,105,24,76.2,66.7,8.0,2.86,3.02,ecs
716,2637,ECE,ECE 45 ,"Franceschetti, Massimo",SP17,84,57,80.7,73.7,7.59,2.76,2.91,ecs
717,2638,ECE,ECE 45 ,"Franceschetti, Massimo",SP18,64,17,100.0,81.3,7.91,3.59,2.65,ecs
718,2639,ECE,ECE 45 ,"Franceschetti, Massimo",SP19,127,82,82.1,77.6,6.65,3.18,2.66,ecs
719,2640,ECE,ECE 45 ,"Kim, Young-Han",FA10,53,22,95.2,85.7,8.79,2.91,2.91,ecs
720,2641,ECE,ECE 45 ,"Lugannani, Robert",FA18,64,19,83.3,77.8,6.06,3.71,3.32,ecs
721,2642,ECE,ECE 45 ,"Lugannani, Robert",SP08,57,30,96.7,100.0,5.33,3.3,2.86,ecs
722,2643,ECE,ECE 45 ,"Lugannani, Robert",SP09,40,30,96.4,100.0,5.6,3.46,2.96,ecs
723,2644,ECE,ECE 45 ,"Lugannani, Robert",SP10,76,31,93.5,77.4,7.17,3.29,2.41,ecs
724,2645,ECE,ECE 45 ,"Lugannani, Robert",SP11,53,25,92.0,88.0,7.7,3.46,2.9,ecs
725,2646,ECE,ECE 45 ,"Lugannani, Robert",WI08,73,49,95.9,95.9,6.21,3.29,2.83,ecs
726,2647,ECE,ECE 45 ,"Lugannani, Robert",WI09,38,26,100.0,100.0,5.88,3.38,2.7,ecs
727,2648,ECE,ECE 45 ,"Lugannani, Robert",WI10,62,23,95.5,100.0,5.59,3.36,2.73,ecs
728,2649,ECE,ECE 45 ,"Lugannani, Robert",WI11,82,47,87.0,89.1,7.02,3.38,2.7,ecs
729,2650,ECE,ECE 45 ,"Lugannani, Robert",WI12,80,26,96.0,92.3,7.27,3.48,2.85,ecs
730,2651,ECE,ECE 45 ,"Lugannani, Robert",WI13,121,43,97.7,97.7,6.26,3.53,2.61,ecs
731,2652,ECE,ECE 45 ,"Lugannani, Robert",WI14,190,56,100.0,96.2,6.34,3.47,3.25,ecs
732,2653,ECE,ECE 45 ,"Lugannani, Robert",WI15,158,54,93.6,93.6,6.5,3.55,3.17,ecs
733,2654,ECE,ECE 45 ,"Lugannani, Robert",WI16,281,100,84.2,86.3,7.48,3.13,2.55,ecs
734,2655,ECE,ECE 45 ,"Lugannani, Robert",WI17,156,74,91.5,87.3,5.97,3.35,3.56,ecs
735,2656,ECE,ECE 45 ,"Lugannani, Robert",WI18,232,101,93.5,84.1,6.61,3.57,3.59,ecs
736,2657,ECE,ECE 45 ,"Shevchenko, Valentin I",S113,40,12,90.9,72.7,8.86,3.09,2.87,ecs
737,2658,ECE,ECE 45 ,"Shevchenko, Valentin I",S114,56,15,100.0,85.7,10.21,3.43,3.31,ecs
738,2659,ECE,ECE 45 ,"Shevchenko, Valentin I",S115,58,35,94.1,91.2,9.29,3.13,3.3,ecs
739,2660,ECE,ECE 45 ,"Shevchenko, Valentin I",S117,36,18,100.0,81.3,8.37,3.29,3.44,ecs
740,2661,ECE,ECE 45 ,"Shevchenko, Valentin I",S118,20,10,100.0,100.0,9.1,3.4,3.3,ecs
741,2662,ECE,ECE 45 ,"Shevchenko, Valentin I",S119,29,18,88.9,88.9,7.61,3.39,3.46,ecs
742,2663,ECE,ECE 45 ,"Zeger, Kenneth A.",FA12,106,46,84.1,61.4,6.21,2.83,2.18,ecs
743,2664,ECE,ECE 45 ,"Zeger, Kenneth A.",FA13,86,29,92.9,71.4,6.43,3.0,2.31,ecs
744,2665,ECE,ECE 45 ,"Zeger, Kenneth A.",FA14,159,48,90.9,88.6,7.45,3.26,2.26,ecs
745,2666,ECE,ECE 45 ,"Zeger, Kenneth A.",FA15,179,79,88.2,89.5,7.3,2.97,2.31,ecs
746,2667,ECE,ECE 45 ,"Zeger, Kenneth A.",FA16,91,37,91.7,100.0,6.85,3.26,2.37,ecs
747,2668,ECE,ECE 45 ,"Zeger, Kenneth A.",FA17,96,26,87.5,95.8,7.58,3.21,2.43,ecs
748,2669,ECE,ECE 45 ,"Zeger, Kenneth A.",WI19,162,64,77.4,75.4,7.53,2.79,2.71,ecs
749,2670,ECE,ECE 5 ,"Eldon, John",FA18,180,101,100.0,94.7,6.62,3.69,3.66,ecs
750,2671,ECE,ECE 5 ,"Eldon, John",SP18,99,29,89.3,92.6,6.57,3.81,3.63,ecs
751,2672,ECE,ECE 5 ,"Eldon, John",SP19,68,19,93.3,93.3,5.57,3.87,3.52,ecs
752,2673,ECE,ECE 5 ,"Eldon, John",WI18,113,42,100.0,97.0,4.71,3.9,3.85,ecs
753,2674,ECE,ECE 5 ,"Eldon, John",WI19,112,37,93.3,100.0,5.5,3.73,3.55,ecs
754,2675,ECE,ECE 5 ,"Gilja, Vikash",FA18,180,101,100.0,95.9,6.62,3.69,3.66,ecs
755,2676,ECE,ECE 5 ,"Gilja, Vikash",SP19,68,19,93.3,93.3,5.57,3.87,3.52,ecs
756,2677,ECE,ECE 5 ,"Gilja, Vikash",WI19,112,37,93.3,96.4,5.5,3.73,3.55,ecs
757,2678,ECE,ECE 5 ,"Hall, Drew A.",FA18,180,101,100.0,98.7,6.62,3.69,3.66,ecs
758,2679,ECE,ECE 5 ,"Hall, Drew A.",SP18,99,29,89.3,100.0,6.57,3.81,3.63,ecs
759,2680,ECE,ECE 5 ,"Hall, Drew A.",WI18,113,42,100.0,93.8,4.71,3.9,3.85,ecs
760,2681,ECE,ECE 5 ,"Morris, Karcher William",S218,50,30,100.0,100.0,6.29,3.9,3.94,ecs
761,2682,ECE,ECE 5 ,"Morris, Karcher William",S219,37,22,100.0,100.0,8.59,3.82,3.86,ecs
762,2683,ECE,ECE 5 ,"Nguyen, Truong Quang",FA18,179,101,100.0,94.9,6.62,3.69,3.66,ecs
763,2684,ECE,ECE 5 ,"Nguyen, Truong Quang",SP18,99,31,90.0,96.6,6.5,3.76,3.63,ecs
764,2685,ECE,ECE 5 ,"Nguyen, Truong Quang",SP19,68,19,93.3,100.0,5.57,3.87,3.52,ecs
765,2686,ECE,ECE 5 ,"Nguyen, Truong Quang",WI18,113,42,100.0,100.0,4.71,3.9,3.85,ecs
766,2687,ECE,ECE 5 ,"Nguyen, Truong Quang",WI19,110,37,93.3,100.0,5.5,3.73,3.55,ecs
767,2688,ECE,ECE 53 ,"Cheng, Chung Kuan",FA07,37,25,44.0,56.0,5.3,3.08,3.41,ecs
768,2689,ECE,ECE 53 ,"Cosman, Pamela C.",FA09,35,29,53.6,96.4,6.79,2.92,2.47,ecs
769,2690,ECE,ECE 53 ,"Cosman, Pamela C.",WI09,30,21,81.0,90.5,5.83,2.95,2.8,ecs
770,2691,ECE,ECE 53 ,"Mookherjea, Shayan",FA08,36,33,42.4,81.8,8.38,3.19,3.38,ecs
771,2692,ECE,ECE 53 ,"Mookherjea, Shayan",WI10,25,15,53.3,80.0,6.23,3.08,3.27,ecs
772,2693,ECE,ECE 53A ,"Cheng, Chung Kuan",FA07,37,25,44.0,56.0,5.3,3.08,3.41,ecs
773,2694,ECE,ECE 65 ,"Baghdadchi, Saharnaz",FA18,68,53,96.2,100.0,7.86,3.42,3.01,ecs
774,2695,ECE,ECE 65 ,"Baghdadchi, Saharnaz",SP18,127,85,84.5,91.7,8.01,3.19,3.11,ecs
775,2696,ECE,ECE 65 ,"Baghdadchi, Saharnaz",SP19,158,130,88.0,91.9,7.29,2.97,2.52,ecs
776,2697,ECE,ECE 65 ,"Baghdadchi, Saharnaz",WI18,117,96,85.4,81.3,7.06,3.26,2.73,ecs
777,2698,ECE,ECE 65 ,"Baghdadchi, Saharnaz",WI19,138,96,92.6,97.8,7.5,3.33,2.74,ecs
778,2699,ECE,ECE 65 ,"Bott-Suzuki, Simon Charles",SP15,240,76,90.4,82.2,6.53,3.59,3.08,ecs
779,2700,ECE,ECE 65 ,"Bott-Suzuki, Simon Charles",WI14,243,87,91.7,89.3,7.06,3.31,2.75,ecs
780,2701,ECE,ECE 65 ,"Bott-Suzuki, Simon Charles",WI15,283,86,95.1,80.2,6.88,3.59,2.62,ecs
781,2702,ECE,ECE 65 ,"Coles, William A.",FA08,20,10,80.0,60.0,8.7,3.0,2.6,ecs
782,2703,ECE,ECE 65 ,"Najmabadi, Farrokh",FA09,50,27,100.0,96.2,7.3,3.27,2.16,ecs
783,2704,ECE,ECE 65 ,"Najmabadi, Farrokh",SP10,113,55,83.6,54.5,7.17,2.98,2.3,ecs
784,2705,ECE,ECE 65 ,"Najmabadi, Farrokh",WI08,79,46,97.8,91.3,7.5,3.42,2.05,ecs
785,2706,ECE,ECE 65 ,"Najmabadi, Farrokh",WI09,39,16,100.0,100.0,6.5,3.19,2.38,ecs
786,2707,ECE,ECE 65 ,"Najmabadi, Farrokh",WI12,109,50,93.9,85.7,8.17,3.23,2.67,ecs
787,2708,ECE,ECE 65 ,"Najmabadi, Farrokh",WI13,176,63,92.9,93.9,8.26,3.385,2.61,ecs
788,2709,ECE,ECE 65 ,"Sievenpiper, Daniel F.",FA10,60,31,90.3,74.2,7.73,3.29,2.66,ecs
789,2710,ECE,ECE 65 ,"Sievenpiper, Daniel F.",SP12,141,121,94.2,77.7,9.52,2.95,2.4,ecs
790,2711,ECE,ECE 65 ,"Sievenpiper, Daniel F.",SP14,240,181,91.2,63.5,8.11,2.97,2.39,ecs
791,2712,ECE,ECE 65 ,"Sievenpiper, Daniel F.",SP16,156,46,89.1,80.4,6.86,3.09,2.69,ecs
792,2713,ECE,ECE 65 ,"Taur, Yuan",FA07,37,19,77.8,72.2,8.18,3.32,2.77,ecs
793,2714,ECE,ECE 65 ,"Taur, Yuan",FA17,104,27,73.9,82.6,8.23,2.78,2.47,ecs
794,2715,ECE,ECE 65 ,"Taur, Yuan",S116,36,4,100.0,100.0,8.0,2.67,2.79,ecs
795,2716,ECE,ECE 65 ,"Taur, Yuan",S117,25,8,100.0,100.0,10.0,3.25,2.46,ecs
796,2717,ECE,ECE 65 ,"Taur, Yuan",S118,25,5,100.0,80.0,6.5,4.0,2.79,ecs
797,2718,ECE,ECE 65 ,"Taur, Yuan",SP09,47,17,100.0,100.0,7.79,3.67,3.06,ecs
798,2719,ECE,ECE 65 ,"Taur, Yuan",SP11,127,59,98.3,84.7,7.33,3.5,2.94,ecs
799,2720,ECE,ECE 65 ,"Taur, Yuan",SP13,190,59,86.4,96.6,7.27,3.23,2.63,ecs
800,2721,ECE,ECE 65 ,"Taur, Yuan",WI16,338,127,94.4,81.5,7.6,3.15,2.51,ecs
801,2722,ECE,ECE 65 ,"Yun, Kenneth Yi",SP08,60,25,84.0,84.0,7.14,3.04,2.63,ecs
802,2723,ECE,ECE 80 ,"Lee, Sing H.",SP08,46,19,100.0,94.7,2.5,3.53,3.01,sm
803,2724,ECE,ECE 80 ,"Lee, Sing H.",WI09,29,12,66.7,91.7,3.67,3.3,3.35,sm
804,2725,ECE,ECE 80 ,"Lee, Sing H.",WI10,36,12,75.0,83.3,2.5,3.25,3.25,sm
805,2726,ECE,ECE 85 ,"Papen, George C.",WI13,29,15,73.3,93.3,2.77,3.6,3.48,sm
806,2727,ECE,ECE 85 ,"Papen, George C.",WI14,15,12,83.3,91.7,3.95,3.33,3.34,sm
